match_id,season_id,match_number,match_date,stage,venue_id,venue_name,team1_id,team1_name,team2_id,team2_name,toss_winner_id,toss_selection,team1_score,team2_score,winner_id,winning_team_name,score_margin,is_tie,team1_raid_points,team1_tackle_points,team1_all_out_points,team1_extra_points,team2_raid_points,team2_tackle_points,team2_all_out_points,team2_extra_points,team1_raids_total,team1_raids_successful,team1_raids_unsuccessful,team1_raids_empty,team1_super_raids,team2_raids_total,team2_raids_successful,team2_raids_unsuccessful,team2_raids_empty,team2_super_raids,team1_tackles_total,team1_tackles_successful,team1_super_tackles,team2_tackles_total,team2_tackles_successful,team2_super_tackles,team1_all_outs,team2_all_outs
760,6,Playoffs,12/31/2018,Playoffs,1024,"Rajiv Gandhi Indoor Stadium, Kochi",30,U.P. Yoddha,2,Dabang Delhi K.C.,2,court,45,33,30.0,U.P. Yoddha,12,False,26,10,6,3,22,4,2,5,39,18,5,16,2,39,19,12,8,1,23,9,1,24,4,0,3,1
761,6,Playoffs,1/3/2019,Playoffs,3,"DOME,NSCI,SVP STADIUM,MUMBAI, Mumbai",31,Gujarat Giants,30,U.P. Yoddha,30,raid,38,31,31.0,Gujarat Giants,7,False,22,10,4,2,17,10,2,2,44,16,9,19,0,44,15,12,17,0,23,10,0,25,8,2,2,1
762,6,Final,1/5/2019,Final,3,"DOME,NSCI,SVP STADIUM,MUMBAI, Mumbai",1,Bengaluru Bulls,31,Gujarat Giants,1,court,38,33,1.0,Bengaluru Bulls,5,False,26,7,4,1,20,8,2,3,44,23,9,12,0,44,19,7,18,1,24,7,0,30,8,0,2,1
1685,7,League,7/20/2019,League,13,"Gachibowli Indoor Stadium, Hyderabad",8,Telugu Titans,5,U Mumba,5,court,25,31,5.0,U Mumba,6,False,15,10,0,0,16,10,4,1,40,14,11,15,0,40,13,9,18,0,24,9,1,17,10,0,0,2
1686,7,League,7/20/2019,League,13,"Gachibowli Indoor Stadium, Hyderabad",1,Bengaluru Bulls,6,Patna Pirates,6,court,34,32,1.0,Bengaluru Bulls,2,False,17,15,2,0,18,12,2,0,42,14,11,17,0,41,17,10,14,0,23,10,5,23,11,1,1,1
1687,7,League,7/21/2019,League,13,"Gachibowli Indoor Stadium, Hyderabad",1,Bengaluru Bulls,31,Gujarat Giants,31,court,24,42,31.0,Gujarat Giants,18,False,17,5,0,2,17,17,6,2,39,9,17,13,1,39,15,5,19,1,20,4,1,24,17,0,0,3
1688,7,League,7/21/2019,League,13,"Gachibowli Indoor Stadium, Hyderabad",8,Telugu Titans,29,Tamil Thalaivas,8,court,26,39,29.0,Tamil Thalaivas,13,False,15,8,0,3,20,15,4,0,42,15,14,13,0,42,15,8,19,1,24,8,0,23,14,1,0,2
1689,7,League,7/22/2019,League,13,"Gachibowli Indoor Stadium, Hyderabad",5,U Mumba,3,Jaipur Pink Panthers,5,court,23,42,3.0,Jaipur Pink Panthers,19,False,18,5,0,0,25,11,6,0,41,14,11,16,0,41,21,4,16,0,27,4,1,23,11,0,0,3
1690,7,League,7/22/2019,League,13,"Gachibowli Indoor Stadium, Hyderabad",7,Puneri Paltan,28,Haryana Steelers,7,court,24,34,28.0,Haryana Steelers,10,False,14,10,0,0,15,14,4,1,41,11,13,17,0,41,12,9,20,1,24,9,1,25,13,1,0,2
1691,7,League,7/24/2019,League,13,"Gachibowli Indoor Stadium, Hyderabad",30,U.P. Yoddha,4,Bengal Warriors,30,court,17,48,4.0,Bengal Warriors,31,False,10,5,0,2,24,14,8,2,41,8,15,18,0,40,17,6,17,1,27,5,0,20,14,0,0,4
1692,7,League,7/24/2019,League,13,"Gachibowli Indoor Stadium, Hyderabad",8,Telugu Titans,2,Dabang Delhi K.C.,2,court,33,34,2.0,Dabang Delhi K.C.,1,False,27,6,0,0,23,7,2,2,39,19,6,14,1,39,23,4,12,0,20,4,2,24,6,1,0,1
1693,7,League,7/25/2019,League,13,"Gachibowli Indoor Stadium, Hyderabad",2,Dabang Delhi K.C.,29,Tamil Thalaivas,29,court,30,29,2.0,Dabang Delhi K.C.,1,False,13,9,2,6,12,11,2,4,38,10,11,17,0,37,11,9,17,0,18,8,2,21,10,2,1,1
1694,7,League,7/26/2019,League,13,"Gachibowli Indoor Stadium, Hyderabad",30,U.P. Yoddha,31,Gujarat Giants,30,court,19,44,31.0,Gujarat Giants,25,False,12,5,0,2,23,14,6,1,41,9,15,17,0,40,17,5,18,1,27,5,0,18,14,0,0,3
1695,7,League,7/26/2019,League,13,"Gachibowli Indoor Stadium, Hyderabad",8,Telugu Titans,6,Patna Pirates,6,court,22,34,6.0,Patna Pirates,12,False,10,8,0,4,12,16,4,2,39,9,14,16,0,38,12,8,18,0,17,7,2,22,14,2,0,2
1696,7,League,7/27/2019,League,3,"DOME,NSCI,SVP STADIUM,MUMBAI, Mumbai",5,U Mumba,7,Puneri Paltan,5,court,33,23,5.0,U Mumba,10,False,15,12,4,2,12,11,0,0,40,12,8,20,0,39,8,12,19,0,18,10,2,22,8,3,2,0
1697,7,League,7/27/2019,League,3,"DOME,NSCI,SVP STADIUM,MUMBAI, Mumbai",3,Jaipur Pink Panthers,4,Bengal Warriors,3,court,27,25,3.0,Jaipur Pink Panthers,2,False,12,10,2,3,13,11,0,1,42,11,9,22,0,42,11,10,21,0,21,10,0,20,8,3,1,0
1698,7,League,7/28/2019,League,3,"DOME,NSCI,SVP STADIUM,MUMBAI, Mumbai",2,Dabang Delhi K.C.,28,Haryana Steelers,28,court,41,21,2.0,Dabang Delhi K.C.,20,False,22,9,4,6,16,4,0,1,37,17,5,15,0,36,12,10,14,0,20,8,1,23,4,0,2,0
1699,7,League,7/28/2019,League,3,"DOME,NSCI,SVP STADIUM,MUMBAI, Mumbai",5,U Mumba,1,Bengaluru Bulls,5,court,26,30,1.0,Bengaluru Bulls,4,False,15,4,2,5,15,8,2,5,39,12,8,19,0,40,14,8,18,0,18,4,1,18,6,2,1,1
1700,7,League,7/29/2019,League,3,"DOME,NSCI,SVP STADIUM,MUMBAI, Mumbai",29,Tamil Thalaivas,6,Patna Pirates,6,court,23,24,6.0,Patna Pirates,1,False,9,10,0,4,7,13,0,4,39,9,11,19,0,39,7,11,21,0,15,9,2,18,9,4,0,0
1701,7,League,7/29/2019,League,3,"DOME,NSCI,SVP STADIUM,MUMBAI, Mumbai",4,Bengal Warriors,7,Puneri Paltan,4,court,43,23,4.0,Bengal Warriors,20,False,22,12,6,3,13,9,0,1,39,17,7,15,3,39,10,12,17,0,22,11,1,27,7,2,3,0
1702,7,League,7/31/2019,League,3,"DOME,NSCI,SVP STADIUM,MUMBAI, Mumbai",28,Haryana Steelers,3,Jaipur Pink Panthers,28,court,21,37,3.0,Jaipur Pink Panthers,16,False,12,9,0,0,17,14,4,2,42,10,15,17,0,41,14,9,18,0,24,9,0,23,14,0,0,2
1703,7,League,7/31/2019,League,3,"DOME,NSCI,SVP STADIUM,MUMBAI, Mumbai",5,U Mumba,30,U.P. Yoddha,30,court,23,27,30.0,U.P. Yoddha,4,False,10,11,0,2,10,13,2,2,39,8,14,17,0,38,11,10,17,0,19,9,2,19,13,0,0,1
1704,7,League,8/1/2019,League,3,"DOME,NSCI,SVP STADIUM,MUMBAI, Mumbai",31,Gujarat Giants,2,Dabang Delhi K.C.,2,court,31,26,31.0,Gujarat Giants,5,False,17,10,2,2,13,9,2,2,39,14,9,16,0,39,11,10,18,0,23,10,0,19,8,1,1,1
1705,7,League,8/2/2019,League,3,"DOME,NSCI,SVP STADIUM,MUMBAI, Mumbai",8,Telugu Titans,30,U.P. Yoddha,30,court,20,20,,Tie,0,True,9,10,0,1,5,13,0,2,43,10,11,22,0,43,6,10,27,0,14,10,0,18,11,2,0,0
1706,7,League,8/2/2019,League,3,"DOME,NSCI,SVP STADIUM,MUMBAI, Mumbai",5,U Mumba,31,Gujarat Giants,5,court,32,20,5.0,U Mumba,12,False,15,12,4,1,10,8,0,2,39,9,7,23,2,39,9,11,19,0,20,10,2,21,6,2,2,0
1707,7,League,8/3/2019,League,5,"Patliputra Indoor Stadium, Patna",6,Patna Pirates,3,Jaipur Pink Panthers,6,court,21,34,3.0,Jaipur Pink Panthers,13,False,12,7,0,2,12,17,4,1,40,10,16,14,0,40,9,7,24,0,18,6,1,24,15,2,0,2
1708,7,League,8/3/2019,League,5,"Patliputra Indoor Stadium, Patna",4,Bengal Warriors,1,Bengaluru Bulls,1,court,42,43,1.0,Bengaluru Bulls,1,False,29,6,4,3,31,8,4,0,40,24,8,8,0,40,24,7,9,1,33,6,1,31,8,0,2,2
1709,7,League,8/4/2019,League,5,"Patliputra Indoor Stadium, Patna",28,Haryana Steelers,29,Tamil Thalaivas,28,court,28,35,29.0,Tamil Thalaivas,7,False,16,10,2,0,20,10,4,1,42,12,11,19,0,42,17,9,16,0,26,9,1,21,10,0,1,2
1710,7,League,8/4/2019,League,5,"Patliputra Indoor Stadium, Patna",6,Patna Pirates,7,Puneri Paltan,7,court,20,41,7.0,Puneri Paltan,21,False,11,7,2,0,19,17,4,1,42,8,18,16,1,42,14,7,21,1,22,7,0,26,17,0,1,2
1711,7,League,8/5/2019,League,5,"Patliputra Indoor Stadium, Patna",2,Dabang Delhi K.C.,3,Jaipur Pink Panthers,2,court,35,24,2.0,Dabang Delhi K.C.,11,False,21,8,4,2,19,3,0,2,37,17,4,16,1,38,13,10,15,1,24,8,0,21,3,0,2,0
1712,7,League,8/5/2019,League,5,"Patliputra Indoor Stadium, Patna",31,Gujarat Giants,7,Puneri Paltan,31,court,31,33,7.0,Puneri Paltan,2,False,21,8,2,0,15,13,2,3,39,16,13,10,0,40,13,7,20,0,19,7,1,32,12,1,1,1
1713,7,League,8/7/2019,League,5,"Patliputra Indoor Stadium, Patna",30,U.P. Yoddha,29,Tamil Thalaivas,29,court,28,28,,Tie,0,True,13,12,2,1,13,10,2,3,39,12,11,16,0,38,11,11,16,0,20,10,2,21,10,0,1,1
1714,7,League,8/7/2019,League,5,"Patliputra Indoor Stadium, Patna",6,Patna Pirates,28,Haryana Steelers,28,court,26,35,28.0,Haryana Steelers,9,False,18,6,2,0,18,12,4,1,42,15,11,16,1,43,13,5,25,1,20,5,1,26,11,1,1,2
1715,7,League,8/8/2019,League,5,"Patliputra Indoor Stadium, Patna",8,Telugu Titans,1,Bengaluru Bulls,8,court,26,47,1.0,Bengaluru Bulls,21,False,16,10,0,0,21,19,4,3,40,12,13,15,1,40,18,9,13,1,23,9,1,28,13,6,0,2
1716,7,League,8/9/2019,League,5,"Patliputra Indoor Stadium, Patna",4,Bengal Warriors,5,U Mumba,5,court,32,30,4.0,Bengal Warriors,2,False,17,10,4,1,13,10,4,3,39,14,11,14,1,40,10,10,20,0,21,10,0,22,10,0,2,2
1717,7,League,8/9/2019,League,5,"Patliputra Indoor Stadium, Patna",6,Patna Pirates,30,U.P. Yoddha,30,court,41,20,6.0,Patna Pirates,21,False,17,16,6,2,14,4,0,2,40,16,5,19,0,39,9,16,14,0,24,15,1,19,4,1,3,0
1718,7,League,8/10/2019,League,1023,"The Arena by TransStadia, Ahmedabad",31,Gujarat Giants,29,Tamil Thalaivas,29,court,28,34,29.0,Tamil Thalaivas,6,False,14,9,2,3,15,13,4,2,42,11,13,18,0,43,9,9,25,1,20,8,1,23,12,1,1,2
1719,7,League,8/10/2019,League,1023,"The Arena by TransStadia, Ahmedabad",7,Puneri Paltan,2,Dabang Delhi K.C.,7,court,30,32,2.0,Dabang Delhi K.C.,2,False,22,7,0,1,19,9,2,2,43,21,10,12,0,42,19,6,17,0,22,6,1,23,9,0,0,1
1720,7,League,8/11/2019,League,1023,"The Arena by TransStadia, Ahmedabad",1,Bengaluru Bulls,28,Haryana Steelers,28,court,30,33,28.0,Haryana Steelers,3,False,17,9,2,2,18,12,2,1,41,15,11,15,0,41,15,11,15,0,22,9,0,25,11,1,1,1
1721,7,League,8/11/2019,League,1023,"The Arena by TransStadia, Ahmedabad",31,Gujarat Giants,8,Telugu Titans,31,court,24,30,8.0,Telugu Titans,6,False,15,8,0,1,11,16,2,1,40,12,16,12,0,39,12,9,18,0,16,8,0,24,16,0,0,1
1722,7,League,8/12/2019,League,1023,"The Arena by TransStadia, Ahmedabad",4,Bengal Warriors,8,Telugu Titans,4,court,29,29,,Tie,0,True,13,11,2,3,13,10,2,4,38,11,11,16,0,39,10,11,18,0,18,10,1,20,10,0,1,1
1723,7,League,8/12/2019,League,1023,"The Arena by TransStadia, Ahmedabad",30,U.P. Yoddha,1,Bengaluru Bulls,1,court,35,33,30.0,U.P. Yoddha,2,False,16,15,4,0,22,10,0,1,42,13,10,19,0,42,17,14,11,0,25,14,1,24,10,0,2,0
1724,7,League,8/14/2019,League,1023,"The Arena by TransStadia, Ahmedabad",30,U.P. Yoddha,28,Haryana Steelers,30,court,33,36,28.0,Haryana Steelers,3,False,21,10,2,0,20,12,4,0,41,13,12,16,0,42,17,10,15,0,24,10,0,22,12,0,1,2
1725,7,League,8/14/2019,League,1023,"The Arena by TransStadia, Ahmedabad",31,Gujarat Giants,4,Bengal Warriors,4,court,26,28,4.0,Bengal Warriors,2,False,15,11,0,0,16,7,2,3,40,14,9,17,0,40,15,6,19,0,21,6,5,17,7,0,0,1
1726,7,League,8/15/2019,League,1023,"The Arena by TransStadia, Ahmedabad",3,Jaipur Pink Panthers,7,Puneri Paltan,3,court,33,25,3.0,Jaipur Pink Panthers,8,False,16,13,4,0,16,8,0,1,39,15,5,19,0,39,14,13,12,0,23,13,0,21,5,3,2,0
1727,7,League,8/16/2019,League,1023,"The Arena by TransStadia, Ahmedabad",5,U Mumba,6,Patna Pirates,5,court,34,30,5.0,U Mumba,4,False,24,6,2,2,17,8,2,3,42,16,8,18,2,41,16,6,19,0,20,5,2,23,7,1,1,1
1728,7,League,8/16/2019,League,1023,"The Arena by TransStadia, Ahmedabad",31,Gujarat Giants,3,Jaipur Pink Panthers,31,court,19,22,3.0,Jaipur Pink Panthers,3,False,8,9,0,2,9,13,0,0,38,6,13,19,0,39,7,11,21,0,14,9,0,20,13,0,0,0
1729,7,League,8/17/2019,League,1016,"JAWAHARLAL NEHRU INDOOR STADIUM, Chennai",29,Tamil Thalaivas,1,Bengaluru Bulls,29,court,21,32,1.0,Bengaluru Bulls,11,False,15,6,0,0,15,10,4,3,41,12,10,19,0,40,16,6,18,0,19,6,0,20,9,1,0,2
1730,7,League,8/17/2019,League,1016,"JAWAHARLAL NEHRU INDOOR STADIUM, Chennai",4,Bengal Warriors,2,Dabang Delhi K.C.,2,court,30,30,,Tie,0,True,19,7,2,2,18,7,2,3,38,14,7,17,1,38,16,7,15,0,20,6,1,20,6,1,1,1
1731,7,League,8/18/2019,League,1016,"JAWAHARLAL NEHRU INDOOR STADIUM, Chennai",28,Haryana Steelers,8,Telugu Titans,8,court,29,40,8.0,Telugu Titans,11,False,22,3,0,4,24,10,4,2,41,20,11,10,1,41,21,4,16,0,23,3,0,28,10,0,0,2
1732,7,League,8/18/2019,League,1016,"JAWAHARLAL NEHRU INDOOR STADIUM, Chennai",29,Tamil Thalaivas,7,Puneri Paltan,7,court,31,31,,Tie,0,True,18,10,2,1,16,12,2,1,44,14,11,19,1,45,15,11,19,0,21,10,0,25,11,1,1,1
1733,7,League,8/19/2019,League,1016,"JAWAHARLAL NEHRU INDOOR STADIUM, Chennai",5,U Mumba,28,Haryana Steelers,28,court,27,30,28.0,Haryana Steelers,3,False,14,10,2,1,16,9,2,3,39,12,9,18,0,39,12,8,19,1,21,8,2,18,7,2,1,1
1734,7,League,8/19/2019,League,1016,"JAWAHARLAL NEHRU INDOOR STADIUM, Chennai",30,U.P. Yoddha,3,Jaipur Pink Panthers,30,court,31,24,30.0,U.P. Yoddha,7,False,18,11,2,0,14,9,0,1,42,13,6,23,0,41,12,10,19,1,22,10,1,21,6,3,1,0
1735,7,League,8/21/2019,League,1016,"JAWAHARLAL NEHRU INDOOR STADIUM, Chennai",7,Puneri Paltan,1,Bengaluru Bulls,1,court,31,23,7.0,Puneri Paltan,8,False,13,16,2,0,16,6,0,1,41,10,7,24,0,41,13,16,12,0,32,16,0,18,6,0,1,0
1736,7,League,8/21/2019,League,1016,"JAWAHARLAL NEHRU INDOOR STADIUM, Chennai",29,Tamil Thalaivas,3,Jaipur Pink Panthers,29,court,26,28,3.0,Jaipur Pink Panthers,2,False,16,6,2,2,14,11,0,3,42,14,9,19,0,42,14,7,21,0,12,6,0,23,8,3,1,0
1737,7,League,8/22/2019,League,1016,"JAWAHARLAL NEHRU INDOOR STADIUM, Chennai",4,Bengal Warriors,6,Patna Pirates,6,court,35,26,4.0,Bengal Warriors,9,False,20,11,4,0,18,6,2,0,42,18,5,19,0,42,16,11,15,0,25,11,0,20,5,1,2,1
1738,7,League,8/23/2019,League,1016,"JAWAHARLAL NEHRU INDOOR STADIUM, Chennai",31,Gujarat Giants,6,Patna Pirates,31,court,29,26,31.0,Gujarat Giants,3,False,16,11,2,0,14,9,2,1,43,13,8,22,0,42,10,11,21,1,23,11,0,19,8,1,1,1
1739,7,League,8/23/2019,League,1016,"JAWAHARLAL NEHRU INDOOR STADIUM, Chennai",29,Tamil Thalaivas,5,U Mumba,29,court,24,29,5.0,U Mumba,5,False,14,6,0,4,14,11,2,2,39,12,12,15,0,39,11,8,20,0,19,6,0,22,10,1,0,1
1740,7,League,8/24/2019,League,8,"Thyagaraj Indoor Stadium, Delhi",2,Dabang Delhi K.C.,1,Bengaluru Bulls,2,court,33,31,2.0,Dabang Delhi K.C.,2,False,21,10,2,0,19,10,2,0,43,16,10,17,0,42,16,10,16,0,24,10,0,19,10,0,1,1
1741,7,League,8/24/2019,League,8,"Thyagaraj Indoor Stadium, Delhi",3,Jaipur Pink Panthers,8,Telugu Titans,3,court,21,24,8.0,Telugu Titans,3,False,6,14,0,1,9,15,0,0,39,5,12,22,0,40,9,9,22,0,15,9,5,15,12,3,0,0
1742,7,League,8/25/2019,League,8,"Thyagaraj Indoor Stadium, Delhi",3,Jaipur Pink Panthers,1,Bengaluru Bulls,1,court,30,41,1.0,Bengaluru Bulls,11,False,13,12,2,3,21,16,4,0,44,11,16,17,0,44,16,13,15,1,25,10,2,25,16,0,1,2
1743,7,League,8/25/2019,League,8,"Thyagaraj Indoor Stadium, Delhi",2,Dabang Delhi K.C.,30,U.P. Yoddha,30,court,36,27,2.0,Dabang Delhi K.C.,9,False,20,10,4,2,18,9,0,0,42,16,8,18,0,42,13,11,18,1,22,10,0,23,8,1,2,0
1744,7,League,8/26/2019,League,8,"Thyagaraj Indoor Stadium, Delhi",4,Bengal Warriors,28,Haryana Steelers,4,court,33,36,28.0,Haryana Steelers,3,False,24,5,2,2,23,8,2,3,40,21,7,12,1,40,18,6,16,1,24,5,0,28,7,1,1,1
1745,7,League,8/26/2019,League,8,"Thyagaraj Indoor Stadium, Delhi",30,U.P. Yoddha,7,Puneri Paltan,7,court,35,30,30.0,U.P. Yoddha,5,False,20,10,4,1,19,8,2,1,44,16,8,20,0,44,16,10,18,0,23,10,0,27,7,1,2,1
1746,7,League,8/28/2019,League,8,"Thyagaraj Indoor Stadium, Delhi",31,Gujarat Giants,28,Haryana Steelers,28,court,25,41,28.0,Haryana Steelers,16,False,16,8,0,1,20,14,6,1,41,15,14,12,0,41,15,6,20,2,25,6,2,26,14,0,0,3
1747,7,League,8/28/2019,League,8,"Thyagaraj Indoor Stadium, Delhi",2,Dabang Delhi K.C.,5,U Mumba,5,court,40,24,2.0,Dabang Delhi K.C.,16,False,18,16,6,0,14,10,0,0,41,15,8,18,0,42,10,16,16,0,23,16,0,24,8,2,3,0
1748,7,League,8/29/2019,League,8,"Thyagaraj Indoor Stadium, Delhi",4,Bengal Warriors,29,Tamil Thalaivas,4,court,35,26,4.0,Bengal Warriors,9,False,21,10,4,0,20,6,0,0,43,18,6,19,0,43,14,10,19,1,22,10,0,26,6,0,2,0
1749,7,League,8/30/2019,League,8,"Thyagaraj Indoor Stadium, Delhi",8,Telugu Titans,7,Puneri Paltan,7,court,27,34,7.0,Puneri Paltan,7,False,10,17,0,0,15,14,2,3,45,9,14,22,0,44,13,10,21,1,21,10,7,20,14,0,0,1
1750,7,League,8/30/2019,League,8,"Thyagaraj Indoor Stadium, Delhi",2,Dabang Delhi K.C.,6,Patna Pirates,6,court,38,35,2.0,Dabang Delhi K.C.,3,False,23,11,4,0,24,7,4,0,41,18,7,16,0,41,17,11,13,1,29,11,0,21,7,0,2,2
1751,7,League,8/31/2019,League,10,"Kanteerava Indoor Stadium, Bengaluru",1,Bengaluru Bulls,31,Gujarat Giants,1,court,23,32,31.0,Gujarat Giants,9,False,9,13,0,1,11,13,4,4,44,9,14,21,0,44,10,10,24,0,20,10,3,18,13,0,0,2
1752,7,League,8/31/2019,League,10,"Kanteerava Indoor Stadium, Bengaluru",5,U Mumba,3,Jaipur Pink Panthers,3,court,47,21,5.0,U Mumba,26,False,22,15,8,2,15,5,0,1,42,17,3,22,1,42,10,17,15,0,20,15,0,24,3,2,4,0
1753,7,League,9/1/2019,League,10,"Kanteerava Indoor Stadium, Bengaluru",30,U.P. Yoddha,4,Bengal Warriors,4,court,32,29,30.0,U.P. Yoddha,3,False,12,16,2,2,15,11,0,3,46,11,11,24,0,45,12,14,19,0,23,14,2,20,9,3,1,0
1754,7,League,9/1/2019,League,10,"Kanteerava Indoor Stadium, Bengaluru",1,Bengaluru Bulls,29,Tamil Thalaivas,1,court,33,27,1.0,Bengaluru Bulls,6,False,22,8,2,1,14,12,0,1,42,17,10,15,0,42,12,8,22,0,18,7,1,28,10,2,1,0
1755,7,League,9/2/2019,League,10,"Kanteerava Indoor Stadium, Bengaluru",7,Puneri Paltan,28,Haryana Steelers,28,court,27,41,28.0,Haryana Steelers,14,False,18,8,0,1,21,14,4,2,43,14,15,14,0,43,18,7,18,0,25,7,1,30,13,1,0,2
1756,7,League,9/2/2019,League,10,"Kanteerava Indoor Stadium, Bengaluru",8,Telugu Titans,29,Tamil Thalaivas,29,court,35,30,8.0,Telugu Titans,5,False,21,9,2,3,22,8,0,0,44,20,7,17,0,43,17,11,15,0,27,8,1,24,7,1,1,0
1757,7,League,9/4/2019,League,10,"Kanteerava Indoor Stadium, Bengaluru",3,Jaipur Pink Panthers,2,Dabang Delhi K.C.,2,court,44,46,2.0,Dabang Delhi K.C.,2,False,22,13,4,5,28,9,4,5,44,14,11,19,2,43,20,12,11,2,31,11,3,24,9,1,2,2
1758,7,League,9/4/2019,League,10,"Kanteerava Indoor Stadium, Bengaluru",1,Bengaluru Bulls,6,Patna Pirates,1,court,40,39,1.0,Bengaluru Bulls,1,False,24,13,2,1,21,15,2,1,46,21,11,14,0,46,14,10,22,1,24,10,3,32,11,4,1,1
1759,7,League,9/5/2019,League,10,"Kanteerava Indoor Stadium, Bengaluru",7,Puneri Paltan,5,U Mumba,7,court,33,33,,Tie,0,True,12,12,4,5,18,11,2,2,42,10,12,20,1,42,17,10,15,0,24,10,2,20,11,0,2,1
1760,7,League,9/6/2019,League,10,"Kanteerava Indoor Stadium, Bengaluru",6,Patna Pirates,30,U.P. Yoddha,6,court,29,41,30.0,U.P. Yoddha,12,False,19,8,2,0,20,14,6,1,47,13,13,21,0,46,16,6,24,0,24,6,2,28,13,1,1,3
1761,7,League,9/6/2019,League,10,"Kanteerava Indoor Stadium, Bengaluru",1,Bengaluru Bulls,8,Telugu Titans,8,court,40,39,1.0,Bengaluru Bulls,1,False,28,7,4,1,29,8,2,0,44,18,8,18,1,44,21,8,15,2,30,7,0,30,8,0,2,1
1762,7,League,9/7/2019,League,9,"Netaji Indoor Stadium, Kolkata",4,Bengal Warriors,31,Gujarat Giants,31,court,25,25,,Tie,0,True,17,8,0,0,16,8,0,1,41,14,8,19,0,42,14,8,20,1,21,8,0,21,8,0,0,0
1763,7,League,9/7/2019,League,9,"Netaji Indoor Stadium, Kolkata",2,Dabang Delhi K.C.,28,Haryana Steelers,28,court,25,47,28.0,Haryana Steelers,22,False,19,5,0,1,26,14,6,1,40,15,13,12,0,41,17,5,19,2,26,5,0,23,13,1,0,3
1764,7,League,9/8/2019,League,9,"Netaji Indoor Stadium, Kolkata",2,Dabang Delhi K.C.,29,Tamil Thalaivas,2,court,50,34,2.0,Dabang Delhi K.C.,16,False,32,8,6,4,27,3,0,4,41,29,4,8,1,41,20,12,9,0,21,8,0,28,3,0,3,0
1765,7,League,9/8/2019,League,9,"Netaji Indoor Stadium, Kolkata",4,Bengal Warriors,7,Puneri Paltan,7,court,42,39,4.0,Bengal Warriors,3,False,27,10,4,1,22,12,4,1,42,18,13,11,3,41,16,10,15,0,24,9,1,32,12,0,2,2
1766,7,League,9/9/2019,League,9,"Netaji Indoor Stadium, Kolkata",30,U.P. Yoddha,31,Gujarat Giants,30,court,33,26,30.0,U.P. Yoddha,7,False,16,12,4,1,16,7,2,1,41,13,5,23,0,41,10,12,19,1,24,12,0,18,5,2,2,1
1767,7,League,9/9/2019,League,9,"Netaji Indoor Stadium, Kolkata",29,Tamil Thalaivas,6,Patna Pirates,6,court,25,51,6.0,Patna Pirates,26,False,18,6,0,1,28,14,8,1,45,16,13,16,0,46,20,5,21,2,30,5,1,26,13,1,0,4
1768,7,League,9/11/2019,League,9,"Netaji Indoor Stadium, Kolkata",28,Haryana Steelers,3,Jaipur Pink Panthers,3,court,32,32,,Tie,0,True,17,13,2,0,16,10,4,2,42,12,12,18,1,43,13,12,18,0,25,12,1,23,10,0,1,2
1769,7,League,9/11/2019,League,9,"Netaji Indoor Stadium, Kolkata",4,Bengal Warriors,5,U Mumba,4,court,29,26,4.0,Bengal Warriors,3,False,16,10,2,1,20,6,0,0,40,14,6,20,1,39,15,10,14,2,22,9,1,19,6,0,1,0
1770,7,League,9/12/2019,League,9,"Netaji Indoor Stadium, Kolkata",3,Jaipur Pink Panthers,6,Patna Pirates,6,court,33,36,6.0,Patna Pirates,3,False,23,9,0,1,23,10,2,1,44,16,9,19,1,45,20,6,19,1,26,6,3,25,9,1,0,1
1771,7,League,9/10/2019,League,9,"Netaji Indoor Stadium, Kolkata",8,Telugu Titans,5,U Mumba,8,court,27,41,5.0,U Mumba,14,False,15,9,2,1,18,15,6,2,41,11,16,14,0,40,16,8,16,0,22,7,2,23,15,0,1,3
1772,7,League,9/12/2019,League,9,"Netaji Indoor Stadium, Kolkata",4,Bengal Warriors,1,Bengaluru Bulls,1,court,42,40,4.0,Bengal Warriors,2,False,25,12,4,1,28,7,2,3,43,18,7,18,1,43,19,13,11,1,33,12,0,24,6,2,2,1
1773,7,League,9/14/2019,League,1021,"SHREE SHIV CHHATRAPATI SPORTS COMPLEX, Pune",7,Puneri Paltan,31,Gujarat Giants,7,court,43,33,7.0,Puneri Paltan,10,False,20,18,4,1,17,8,2,6,41,17,9,15,0,41,15,17,9,0,28,16,2,23,7,1,2,1
1774,7,League,9/14/2019,League,1021,"SHREE SHIV CHHATRAPATI SPORTS COMPLEX, Pune",29,Tamil Thalaivas,28,Haryana Steelers,28,court,35,43,28.0,Haryana Steelers,8,False,22,9,2,2,23,15,4,1,43,15,15,13,0,44,16,8,20,1,26,7,2,32,14,1,1,2
1775,7,League,9/15/2019,League,1021,"SHREE SHIV CHHATRAPATI SPORTS COMPLEX, Pune",2,Dabang Delhi K.C.,31,Gujarat Giants,2,court,34,30,2.0,Dabang Delhi K.C.,4,False,19,10,4,1,19,5,2,4,43,16,8,19,1,42,16,11,15,0,23,10,0,21,5,1,2,1
1776,7,League,9/15/2019,League,1021,"SHREE SHIV CHHATRAPATI SPORTS COMPLEX, Pune",7,Puneri Paltan,6,Patna Pirates,6,court,33,55,6.0,Patna Pirates,22,False,25,8,0,0,26,18,8,3,42,18,18,6,1,43,22,7,14,0,31,7,1,33,17,1,0,4
